COD. PRODOTTO|EAN1|EAN2|EAN3|EAN4|NOME|DESCRIZIONE HTML|CATEGORIA|PERCORSO CATEGORIA|MARCA|PREZZO LISTINO|PREZZO VENDITA|DISPO|IMMAGINE|
SW-UF5L-030|8056459417021||||SWITCH 5PORTE 10/100MBPS|SWITCH 5PORTE 10/100MBPS|SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|6.25|6.25|69|https://www.mooncomputer.it/imgart/CF7375995B0D413400000000000000000000000000000000.bmp|
SW-UF8L-031|8056459417038||||SWITCH 8PORTE 10/100MBPS|SWITCH 8PORTE 10/100MBPS|SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|8.63|8.63|50|https://www.mooncomputer.it/imgart/CF7375998B0D413440000000000000000000000000000000.bmp|
SW-UG16L-051|8056040382370||||SWITCH MACH POWER 16PORTS 10/100/1000MBPS RACK||SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|74.99|74.99|12|https://www.mooncomputer.it/imgart/CF73759D15AC350551000000000000000000000000000000.bmp|
SW-UG24L-052|8056040382387||||SWITCH MACH POWER  GIGABIT 24P. 10/100/1000 UNMAN. RACK MOUNT19"||SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|93.74|93.74|10|https://www.mooncomputer.it/imgart/CF73759D252C350552000000000000000000000000000000.bmp|
SW-UG4P2LV-058|8056040383964||||SWITCH 4*POE 2*UPLINK GIGABIT 60W VLAN FUNCTION||SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|68.13|68.13|5|https://www.mooncomputer.it/imgart/CF73759D4C12B36350558000000000000000000000000000.bmp|
SW-UG5L-017|8056459416581||||SWITCH GIGABIT 5*10/100/1000MB|SWITCH GIGABIT 5*10/100/1000MB|SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|15|15.00|65|https://www.mooncomputer.it/imgart/CF73759D5B0D4115C0000000000000000000000000000000.bmp|
SW-UG8L-018|8056459416598||||SWITCH 8PORTE 8-10/100/1000MBP|SWITCH 8PORTE 8-10/100/1000MBP|SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|23.13|23.13|92|https://www.mooncomputer.it/imgart/CF73759D8B0D411600000000000000000000000000000000.bmp|
SW-UG8P2L-046|8056040381410||||SWITCH MACH POWER 8*POEGIGABIT + 2*UPLINK GIGABIT 120W UNMANAGE|<table><tbody><tr class="no-border"><td class="label title">POWER</td><td class="blank">Power</td></tr><tr><td class="label">Power Adapter Voltage</td><td>AC100-240V</td></tr><tr><td class="label">Consumption</td><td>150W, build-in power supply;</td></tr><tr class="no-border"><td class="label title">NETWORK CONNECTOR</td><td class="blank">Network Connector</td></tr><tr><td class="label">Network Port</td><td>1 ~ 8 Ports= 10/100/1000Mbps PoE Ethernet</td></tr><tr><td class="label">&nbsp;</td><td>Uplink Ports= 10/100/1000Mbps Ethernet</td></tr><tr><td class="label">Transmission Distance</td><td>1~8Ports=0~100m/2xUplinkPorts=0~100m</td></tr><tr><td class="label">Transmission Medium</td><td>Cat5/5e/6 standard network cable</td></tr><tr class="no-border"><td class="label title">NETWORK SWITCH</td><td class="blank">Network Switch</td></tr><tr><td class="label">Network Standard</td><td>IEEE 802.3/10BASE-T, IEEE802.3u/100BASE-TX, IEEE802.3ab/1000BASE-TX,</td></tr><tr><td class="label">&nbsp;</td><td>IEEE802.3z 1000-SX/LX, IEEE802.3x</td></tr><tr><td class="label">Switching Capacity</td><td>20Gbps</td></tr><tr><td class="label">Packet Forwarding Rate</td><td>1.488Mpps</td></tr><tr><td class="label">MAC Table</td><td>4K</td></tr><tr class="no-border"><td class="label title">POWER OVER ETHERNET</td><td class="blank">Power Over Ethernet</td></tr><tr><td class="label">PoE Standard</td><td>IEEE 802.3af</td></tr><tr><td class="label">PoE Power Supply Type</td><td>End-Span(1/2+;3/6-)</td></tr><tr class="no-border"><td class="label title">LED STATUS INDICATOR</td><td class="blank">LED Status Indicator</td></tr><tr><td class="label">PoE Ethernet LED Indicator</td><td>Power= 1 red light indicates that the power normal work;</td></tr><tr><td class="label">&nbsp;</td><td>PoE= 10 yellow lights indicate that the PoE is power on;</td></tr><tr><td class="label">&nbsp;</td><td>Ethernet= 10 green lights indicate that the Ethernet link and act;</td></tr><tr class="no-border"><td class="label title">ENVIRONMENTAL</td><td class="blank">Environmental</td></tr><tr><td class="label">Working temperature</td><td>0°C ~ 55°C</td></tr><tr><td class="label">Relative Humidity</td><td>20~95%</td></tr><tr><td class="label">Storage temperature</td><td>-20°C ~ 70°C</td></tr><tr class="no-border"><td class="label title">MECHANICAL</td><td class="blank">Mechanical</td></tr><tr><td class="label">Dimension (mm)</td><td>285L x 180W x 45H</td></tr><tr><td class="label">Color</td><td>Iron</td></tr><tr><td class="label">Weight</td><td>1650g</td></tr><tr class="no-border"><td class="label title">STABILITY</td><td class="blank">Stability</td></tr><tr><td class="label">MTBF</td><td>&gt;30000h</td></tr></tbody></table>|SWITCH E POE|INFORMATICA > NETWORKING > SWITCH E POE|MACH POWER|123.75|123.75|9|https://www.mooncomputer.it/imgart/CF73759D8C12B0D414580000000000000000000000000000.bmp|
T-GUARDIAN|8099990012058||||TECHMADE T-GUARDIAN NO LIMITS||SECURITY/NETWORKING|INFORMATICA > NETWORKING > SECURITY/NETWORKING|TECHMADE|62.3|62.30|3|https://www.mooncomputer.it/imgart/D0D9F587292986E000000000000000000000000000000000.bmp|
T071140|8715946360324|8715946495439|8715946495460|8715946622989|EPSON C13T07114011 T0711 B|E’ indifferente quello che stampate – con inchiostro Epson DURABrite Ultra otterrete dei risultati straordinari su quasi ogni tipo di carta.  Grazie al rivoluzionario inchiostro a pigmenti si ottengono stampe costanti ed indelebili con lunga durata.  Lo speciale rivestimento di resina dei pigmenti rende le vostre foto resistenti alla luce per anni – per ricordi che durano una vita intera.<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità</font></TD><TD width="60%" height="20"><font size="2">7 ml</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Epson Stylus D120<br>Epson Stylus D120<br>Epson Stylus D78<br>Epson Stylus D92<br>Epson Stylus D92<br>Epson Stylus DX4000<br>Epson Stylus DX4050<br>Epson Stylus DX4400<br>Epson Stylus DX4450<br>Epson Stylus DX5000<br>Epson Stylus DX5000<br>Epson Stylus DX5050<br>Epson Stylus DX6000<br>Epson Stylus DX6050<br>Epson Stylus DX7000F<br>Epson Stylus DX7400<br>Epson Stylus DX7450<br>Epson Stylus DX8400<br>Epson Stylus DX8450<br>Epson Stylus DX9400<br>Epson Stylus DX9400F<br>Epson Stylus Office B40W<br>Epson Stylus Office BX300F<br>Epson Stylus Office BX310FN<br>Epson Stylus Office BX600FW<br>Epson Stylus Office BX610FW<br>Epson Stylus S21<br>Epson Stylus SX115<br>Epson Stylus SX200<br>Epson Stylus SX205<br>Epson Stylus SX215<br>Epson Stylus SX218<br>Epson Stylus SX400<br>Epson Stylus SX405<br>Epson Stylus SX405<br>Epson Stylus SX415<br>Epson Stylus SX515W<br>Epson Stylus SX600FW<br>Epson Stylus SX610FW</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|8.6|8.60|30|https://www.mooncomputer.it/imgart/D105D1454400000000000000000000000000000000000000.bmp|
T07114H|8715946384825|8715946384825|8715946384832|8715946384832|EPSON C13T07114H20 T0711 TWIN|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Dimensioni e peso</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Peso</font></TD><TD width="60%" height="20"><font size="2">88g</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Profondità</font></TD><TD width="60%" height="20"><font size="2">11,2 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Altezza</font></TD><TD width="60%" height="20"><font size="2">4 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Larghezza</font></TD><TD width="60%" height="20"><font size="2">14,1 cm</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità</font></TD><TD width="60%" height="20"><font size="2">2 ml</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|18.6|18.60|4|https://www.mooncomputer.it/imgart/D105D1454A00000000000000000000000000000000000000.bmp|
T071240|8715946360362|8715946495446|8715946495477|8715946624501|EPSON C13T07124020 T0712 C|<p><span>Epson T0712 cyan ink cartridge. Colori di stampa: Ciano, Tecnologia di stampa: A inchiostro. Larghezza: 11,3 cm, Profondità: 3 cm, Altezza: 14,2 cm</span></p><p> </p><p><span><strong>Prodotti compatibili con Cartuccia Ciano:</strong><br /><span>- Epson Stylus D120</span><br /><span>- Epson Stylus DX4400</span><br /><span>- Epson Stylus DX4450</span><br /><span>- Epson Stylus DX7400</span><br /><span>- Epson Stylus DX7450</span><br /><span>- Epson Stylus DX8400</span><br /><span>- Epson Stylus DX8450</span><br /><span>- Epson Stylus DX9400F</span><br /><span>- Epson Stylus Office B40W</span><br /><span>- Epson Stylus Office BX300F</span><br /><span>- Epson Stylus Office BX310FN</span><br /><span>- Epson Stylus Office BX600FW</span><br /><span>- Epson Stylus Office BX610FW</span><br /><span>- Epson Stylus S20</span><br /><span>- Epson Stylus S21</span><br /><span>- Epson Stylus SX100</span><br /><span>- Epson Stylus SX105</span><br /><span>- Epson Stylus SX110</span><br /><span>- Epson Stylus SX115</span><br /><span>- Epson Stylus SX200</span><br /><span>- Epson Stylus SX205</span><br /><span>- Epson Stylus SX210</span><br /><span>- Epson Stylus SX215</span><br /><span>- Epson Stylus SX218</span><br /><span>- Epson Stylus SX400</span><br /><span>- Epson Stylus SX405</span><br /><span>- Epson Stylus SX405WiFi</span><br /><span>- Epson Stylus SX410</span><br /><span>- Epson Stylus SX415</span><br /><span>- Epson Stylus SX510W</span><br /><span>- Epson Stylus SX515W</span><br /><span>- Epson Stylus SX600FW</span><br /><span>- Epson Stylus SX610FW.</span></span></p><p> </p>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|8.6|8.60|12|https://www.mooncomputer.it/imgart/D105D1494400000000000000000000000000000000000000.bmp|
T071340|8715946360386|8715946360409|8715946495453|8715946495453|EPSON C13T07134020 T0713 M|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">magenta</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità</font></TD><TD width="60%" height="20"><font size="2">1 ml</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|8.6|8.60|13|https://www.mooncomputer.it/imgart/D105D14D4400000000000000000000000000000000000000.bmp|
T071440|8715946360423|8715946360423|8715946360447|8715946495491|EPSON C13T07144020 T0714 Y|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Giallo</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità</font></TD><TD width="60%" height="20"><font size="2">1 ml</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|8.6|8.60|17|https://www.mooncomputer.it/imgart/D105D1514400000000000000000000000000000000000000.bmp|
T071540|8715946330808|8715946361246|8715946364063|8715946624563|EPSON C13T07154020 T0715 MULT|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Dimensioni e peso</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Peso</font></TD><TD width="60%" height="20"><font size="2">137g</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Profondità</font></TD><TD width="60%" height="20"><font size="2">20,2 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Altezza</font></TD><TD width="60%" height="20"><font size="2">15,1 cm</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Larghezza</font></TD><TD width="60%" height="20"><font size="2">38,5 cm</font></TD></TR><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero, Ciano, magenta, Giallo</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità</font></TD><TD width="60%" height="20"><font size="2">1 ml</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|34.3|34.30|9|https://www.mooncomputer.it/imgart/D105D1554400000000000000000000000000000000000000.bmp|
T128140|8715946463919|8715946465326|8715946493138|8715946493176|EPSON C13T12814021 T1281 B|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Epson Stylus Office BX305F<br>Epson Stylus Office BX305FW<br>Epson Stylus Office BX305FW Plus<br>Epson Stylus S22<br>Epson Stylus SX125<br>Epson Stylus SX130<br>Epson Stylus SX420W<br>Epson Stylus SX425W<br>Epson Stylus SX445W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|8.4|8.40|27|https://www.mooncomputer.it/imgart/D11498454400000000000000000000000000000000000000.bmp|
T128240|8715946465340|8715946465357|8715946493145|8715946493183|EPSON C13T12824021 T1282 C|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Ciano</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Epson Stylus Office BX305F<br>Epson Stylus Office BX305FW<br>Epson Stylus Office BX305FW Plus<br>Epson Stylus S22<br>Epson Stylus SX125<br>Epson Stylus SX130<br>Epson Stylus SX420W<br>Epson Stylus SX425W<br>Epson Stylus SX445W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|7.2|7.20|7|https://www.mooncomputer.it/imgart/D11498494400000000000000000000000000000000000000.bmp|
T128340|8715946465371|8715946465388|8715946493152|8715946493268|EPSON C13T12834021 T1283 M|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Magenta</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Epson Stylus Office BX305F<br>Epson Stylus Office BX305FW<br>Epson Stylus Office BX305FW Plus<br>Epson Stylus S22<br>Epson Stylus SX125<br>Epson Stylus SX130<br>Epson Stylus SX420W<br>Epson Stylus SX425W<br>Epson Stylus SX445W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|7.2|7.20|10|https://www.mooncomputer.it/imgart/D114984D4400000000000000000000000000000000000000.bmp|
T128440|8715946465401|8715946465418|8715946493169|8715946493275|EPSON C13T12844021 T1284 Y|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Giallo</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Epson Stylus Office BX305F<br>Epson Stylus Office BX305FW<br>Epson Stylus Office BX305FW Plus<br>Epson Stylus S22<br>Epson Stylus SX125<br>Epson Stylus SX130<br>Epson Stylus SX420W<br>Epson Stylus SX425W<br>Epson Stylus SX445W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|7.2|7.20|11|https://www.mooncomputer.it/imgart/D11498514400000000000000000000000000000000000000.bmp|
T128540|8715946465432|8715946465432|8715946465449|8715946624662|EPSON C13T12854020 T1285 MULTI|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero, Ciano, Magenta, Giallo</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">4</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Capacità</font></TD><TD width="60%" height="20"><font size="2">1 ml</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">- Epson Stylus Office BX305F<br>- Epson Stylus Office BX305FW<br>- Epson Stylus Office BX305FW Plus<br>- Epson Stylus S22<br>- Epson Stylus SX125<br>- Epson Stylus SX130<br>- Epson Stylus SX420W<br>- Epson Stylus SX425W<br>- Epson Stylus SX440W<br>- Epson Stylus SX445W</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Dimensioni cartuccia</font></TD><TD width="60%" height="20"><font size="2">M</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|30|30.00|16|https://www.mooncomputer.it/imgart/D11498554400000000000000000000000000000000000000.bmp|
T129140|8715946465463|8715946465470|8715946494500|8715946494548|EPSON C13T12914021 T1291 BK|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Epson Stylus Office B42WD<br>Epson Stylus Office BX305F<br>Epson Stylus Office BX305FW<br>Epson Stylus Office BX305FW Plus<br>Epson Stylus Office BX320FW<br>Epson Stylus Office BX525WD<br>Epson Stylus Office BX535WD<br>Epson Stylus Office BX625FWD<br>Epson Stylus Office BX630FW<br>Epson Stylus Office BX635FWD<br>Epson Stylus Office BX925FWD<br>Epson Stylus Office BX935FWD<br>Epson Stylus SX420W<br>Epson Stylus SX425W<br>Epson Stylus SX445W<br>Epson Stylus SX525WD<br>Epson Stylus SX535WD<br>Epson Stylus SX620FW</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|11|11.00|17|https://www.mooncomputer.it/imgart/D11499454400000000000000000000000000000000000000.bmp|
T129240|8715946465494|8715946465500|8715946494517|8715946494555|EPSON C13T12924021 T1292 C|<TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">Si</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">A inchiostro</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Ciano</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">Epson Stylus Office B42WD<br>Epson Stylus Office BX305F<br>Epson Stylus Office BX305FW<br>Epson Stylus Office BX305FW Plus<br>Epson Stylus Office BX320FW<br>Epson Stylus Office BX525WD<br>Epson Stylus Office BX535WD<br>Epson Stylus Office BX625FWD<br>Epson Stylus Office BX630FW<br>Epson Stylus Office BX635FWD<br>Epson Stylus Office BX925FWD<br>Epson Stylus Office BX935FWD<br>Epson Stylus SX420W<br>Epson Stylus SX425W<br>Epson Stylus SX445W<br>Epson Stylus SX525WD<br>Epson Stylus SX535WD<br>Epson Stylus SX620FW</font></TD></TR></TBODY></TABLE><BR>|INK-JET ORIGINALI|CONSUMABILI > ORIGINALI > INK-JET ORIGINALI|EPSON|11|11.00|7|https://www.mooncomputer.it/imgart/D11499494400000000000000000000000000000000000000.bmp|
